"","db030","hsize","db040","rb030","age","rb090","pl030","pb220a","py010n","py050n","py090n","py100n","py110n","py120n","py130n","py140n","hy040n","hy050n","hy070n","hy080n","hy090n","hy110n","hy130n","hy145n","eqss","eqincome","db090","rb050"
"151",60,4,"Tyrol",6002,20,"female","1","AT",0,5226.89,0,0,0,0,0,0,0,1858.64,0,0,1023.2,0,0,0,2.5,9283.348,493.382352941176,493.382352941176
"152",60,4,"Tyrol",6003,21,"female","1","AT",15099.64,0,0,0,0,0,0,0,0,1858.64,0,0,1023.2,0,0,0,2.5,9283.348,493.382352941176,493.382352941176
"153",60,4,"Tyrol",6004,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1858.64,0,0,1023.2,0,0,0,2.5,9283.348,493.382352941176,493.382352941176
"154",61,1,"Salzburg",6101,41,"male","1","Other",20266.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20266.3,693.320388349514,693.320388349514
"155",62,1,"Vienna",6201,62,"female","5","AT",0,0,0,18377.6,0,0,0,0,0,0,0,0,0,0,0,0,1,18377.6,868.220417633411,868.220417633411
"156",63,2,"Vienna",6301,78,"male","5","AT",0,0,0,16701.71,0,0,0,0,0,0,0,0,240.52,0,0,-224.49,1.5,21908.52,651.867605633803,651.867605633803
"157",63,2,"Vienna",6302,73,"female","5","AT",0,0,0,0,0,0,15696.06,0,0,0,0,0,240.52,0,0,-224.49,1.5,21908.52,651.867605633803,651.867605633803
"158",64,2,"Tyrol",6401,66,"male","5","AT",0,0,0,14718.05,0,0,0,0,0,0,0,0,66.92,0,0,0,1.5,20006.4666666667,567.154362416107,567.154362416107
"159",64,2,"Tyrol",6402,93,"female","5","AT",0,0,0,15224.73,0,0,0,0,0,0,0,0,66.92,0,0,0,1.5,20006.4666666667,567.154362416107,567.154362416107
"160",65,2,"Upper Austria",6501,35,"female","7","AT",0,0,0,0,0,0,0,0,0,2084.54,0,0,162.56,0,0,0,1.5,1983.26,493.794392523365,493.794392523365
"161",65,2,"Upper Austria",6502,17,"male","4","AT",727.79,0,0,0,0,0,0,0,0,2084.54,0,0,162.56,0,0,0,1.5,1983.26,493.794392523365,493.794392523365
"162",66,3,"Vienna",6601,49,"male","1","AT",28483.8,0,0,0,0,0,0,0,0,0,0,0,247.23,0,0,0,2,21720.89,642.36,642.36
"163",66,3,"Vienna",6602,45,"female","1","AT",14710.75,0,0,0,0,0,0,0,0,0,0,0,247.23,0,0,0,2,21720.89,642.36,642.36
"164",66,3,"Vienna",6603,19,"male","4","AT",0,0,0,0,0,0,0,0,0,0,0,0,247.23,0,0,0,2,21720.89,642.36,642.36
"165",67,2,"Styria",6701,34,"male","6","Other",0,0,2702.19,0,0,0,0,0,0,7972.29,0,2981.07,112.18,0,4347.39,-279.48,1.5,10159.1,536.892307692308,536.892307692308
"166",67,2,"Styria",6702,32,"female","2","AT",1672.83,0,3866,0,0,0,0,0,0,7972.29,0,2981.07,112.18,0,4347.39,-279.48,1.5,10159.1,536.892307692308,536.892307692308
"167",68,6,"Tyrol",6801,40,"female","2","AT",6971.08,0,0,0,0,0,0,0,0,14023.34,0,0,176.31,0,0,0,3.3,45048.0575757576,489.375,489.375
"168",68,6,"Tyrol",6802,43,"male","1","AT",0,82086.42,0,0,3224.17,0,0,0,0,14023.34,0,0,176.31,0,0,0,3.3,45048.0575757576,489.375,489.375
"169",68,6,"Tyrol",6803,23,"female","1","AT",19289.42,0,0,0,0,0,0,0,0,14023.34,0,0,176.31,0,0,0,3.3,45048.0575757576,489.375,489.375
"170",68,6,"Tyrol",6804,18,"female","3","AT",0,0,8896.53,0,0,0,0,0,0,14023.34,0,0,176.31,0,0,0,3.3,45048.0575757576,489.375,489.375
"171",68,6,"Tyrol",6805,16,"male","1","AT",13991.32,0,0,0,0,0,0,0,0,14023.34,0,0,176.31,0,0,0,3.3,45048.0575757576,489.375,489.375
"172",68,6,"Tyrol",6806,4,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14023.34,0,0,176.31,0,0,0,3.3,45048.0575757576,489.375,489.375
"173",69,3,"Vienna",6901,38,"male","1","AT",28642.05,0,0,0,0,0,0,0,0,7397.74,0,0,75.03,0,0,-214.38,1.8,20182.8888888889,642.36,642.36
"174",69,3,"Vienna",6902,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7397.74,0,0,75.03,0,0,-214.38,1.8,20182.8888888889,642.36,642.36
"175",69,3,"Vienna",6903,12,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7397.74,0,0,75.03,0,0,-214.38,1.8,20182.8888888889,642.36,642.36
"176",70,2,"Lower Austria",7001,52,"male","1","AT",33406.73,0,0,0,0,0,0,0,0,0,0,0,38.34,0,0,-1066.95,1.5,30587.0333333333,515.101449275362,515.101449275362
"177",70,2,"Lower Austria",7002,49,"female","1","AT",11368.53,0,0,0,0,0,0,0,0,0,0,0,38.34,0,0,-1066.95,1.5,30587.0333333333,515.101449275362,515.101449275362
"178",71,2,"Styria",7101,76,"female","7","AT",0,0,0,0,0,0,0,0,0,0,599.86,0,11.98,0,0,0,1.5,25988.7533333333,536.892307692308,536.892307692308
"179",71,2,"Styria",7102,82,"male","5","AT",0,0,0,38371.29,0,0,0,0,0,0,599.86,0,11.98,0,0,0,1.5,25988.7533333333,536.892307692308,536.892307692308
"180",72,1,"Styria",7201,78,"female","5","AT",0,0,0,6561,0,0,0,0,0,0,0,0,0,0,0,0,1,6561,616.340909090909,616.340909090909
"181",73,3,"Lower Austria",7301,69,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,-2.37,2,15712.295,574.058201058201,574.058201058201
"182",73,3,"Lower Austria",7302,67,"male","5","AT",0,0,0,14114.71,0,0,0,0,0,0,0,0,9.3,0,0,-2.37,2,15712.295,574.058201058201,574.058201058201
"183",73,3,"Lower Austria",7303,44,"male","1","AT",17298.21,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,-2.37,2,15712.295,574.058201058201,574.058201058201
"184",74,2,"Lower Austria",7401,73,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9874.35333333333,515.101449275362,515.101449275362
"185",74,2,"Lower Austria",7402,72,"male","5","AT",0,0,0,14811.53,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9874.35333333333,515.101449275362,515.101449275362
"186",75,1,"Vienna",7501,31,"female","2","AT",5042.57,3916.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8958.72,868.220417633411,868.220417633411
"187",76,2,"Vienna",7601,41,"female","1","AT",27095.24,0,0,0,0,0,0,0,0,0,0,0,402.72,0,0,0,1.5,31088.64,651.867605633803,651.867605633803
"188",76,2,"Vienna",7602,44,"male","1","AT",19135,0,0,0,0,0,0,0,0,0,0,0,402.72,0,0,0,1.5,31088.64,651.867605633803,651.867605633803
"189",77,2,"Lower Austria",7701,73,"male","5","AT",0,0,0,8379.95,0,0,0,0,0,0,0,0,9.59,0,0,-401.41,1.5,15466.9,515.101449275362,515.101449275362
"190",77,2,"Lower Austria",7702,71,"female","5","AT",0,0,0,14409.4,0,0,0,0,0,0,0,0,9.59,0,0,-401.41,1.5,15466.9,515.101449275362,515.101449275362
"191",78,1,"Vienna",7801,30,"female","1","AT",15370.39,0,0,0,0,0,0,0,0,0,0,497.49,20.73,0,0,0,1,15888.61,868.220417633411,868.220417633411
"192",79,3,"Upper Austria",7901,58,"male","5","AT",0,0,0,7733.56,0,0,0,0,0,0,0,0,510.68,0,0,-609.76,2,14537.975,507.699507389163,507.699507389163
"193",79,3,"Upper Austria",7902,58,"female","7","Other",0,0,0,0,0,0,0,0,0,0,0,0,510.68,0,0,-609.76,2,14537.975,507.699507389163,507.699507389163
"194",79,3,"Upper Austria",7903,24,"male","1","AT",20221.95,0,0,0,0,0,0,0,0,0,0,0,510.68,0,0,-609.76,2,14537.975,507.699507389163,507.699507389163
"195",80,1,"Tyrol",8001,31,"female","7","AT",9366.85,9366.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18733.7,679.728813559322,679.728813559322
"196",81,1,"Styria",8101,45,"female","2","AT",3408.74,0,0,0,7669.67,0,0,0,0,0,0,0,404,0,0,0,1,11482.41,616.340909090909,616.340909090909
"197",82,3,"Tyrol",8201,31,"female","7","AT",0,0,0,0,0,0,0,0,0,3545.92,0,0,601.39,0,0,0,1.8,9753.71666666667,504.569620253164,504.569620253164
"198",82,3,"Tyrol",8202,46,"male","5","AT",0,0,0,13409.38,0,0,0,0,0,3545.92,0,0,601.39,0,0,0,1.8,9753.71666666667,504.569620253164,504.569620253164
"199",82,3,"Tyrol",8203,0,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3545.92,0,0,601.39,0,0,0,1.8,9753.71666666667,504.569620253164,504.569620253164
"200",83,1,"Styria",8301,73,"female","5","AT",0,0,0,0,0,0,10584.58,0,0,0,0,0,0,0,0,0,1,10584.58,616.340909090909,616.340909090909
"201",84,2,"Styria",8401,43,"female","1","AT",24889.78,0,0,0,0,0,0,0,0,0,0,0,201.3,0,5048.04,-456.8,1.5,21279,536.892307692308,536.892307692308
"202",84,2,"Styria",8402,24,"female","1","AT",11418.66,0,0,0,0,0,0,0,0,0,0,0,201.3,0,5048.04,-456.8,1.5,21279,536.892307692308,536.892307692308
"203",85,4,"Lower Austria",8501,47,"male","1","AT",31028.65,0,0,0,0,0,0,0,0,11442.88,0,0,78.15,0,0,0,2.3,25493.9173913044,556.426035502959,556.426035502959
"204",85,4,"Lower Austria",8502,40,"female","1","Other",16086.33,0,0,0,0,0,0,0,0,11442.88,0,0,78.15,0,0,0,2.3,25493.9173913044,556.426035502959,556.426035502959
"205",85,4,"Lower Austria",8503,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11442.88,0,0,78.15,0,0,0,2.3,25493.9173913044,556.426035502959,556.426035502959
"206",85,4,"Lower Austria",8504,13,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11442.88,0,0,78.15,0,0,0,2.3,25493.9173913044,556.426035502959,556.426035502959
"207",86,3,"Upper Austria",8601,50,"male","1","AT",19143.22,0,0,0,0,0,0,0,0,0,0,17140.56,0,0,8570.28,0,2,31835.28,507.699507389163,507.699507389163
"208",86,3,"Upper Austria",8602,76,"female","5","AT",0,0,0,35957.06,0,0,0,0,0,0,0,17140.56,0,0,8570.28,0,2,31835.28,507.699507389163,507.699507389163
"209",86,3,"Upper Austria",8603,26,"male","7","AT",0,0,0,0,0,0,0,0,0,0,0,17140.56,0,0,8570.28,0,2,31835.28,507.699507389163,507.699507389163
"210",87,2,"Tyrol",8701,34,"female","2","AT",213.65,0,0,0,0,0,0,0,0,0,0,0,111.29,0,0,0,1.5,16729.3066666667,567.154362416107,567.154362416107
"211",87,2,"Tyrol",8702,29,"male","1","AT",24769.02,0,0,0,0,0,0,0,0,0,0,0,111.29,0,0,0,1.5,16729.3066666667,567.154362416107,567.154362416107
"212",88,1,"Upper Austria",8801,61,"female","5","AT",433.99,0,0,11802.26,0,0,0,0,0,0,0,0,410.71,0,0,0,1,12646.96,643.25572519084,643.25572519084
"213",89,4,"Lower Austria",8901,21,"female","1","AT",9987.06,0,2036.25,0,0,0,0,0,0,0,0,0,83.99,0,0,-1144.43,2.5,21432.22,556.426035502959,556.426035502959
"214",89,4,"Lower Austria",8902,23,"male","4","AT",12670.18,0,0,0,0,0,0,0,0,0,0,0,83.99,0,0,-1144.43,2.5,21432.22,556.426035502959,556.426035502959
"215",89,4,"Lower Austria",8903,46,"male","1","AT",20783.3,0,0,0,0,0,0,0,0,0,0,0,83.99,0,0,-1144.43,2.5,21432.22,556.426035502959,556.426035502959
"216",89,4,"Lower Austria",8904,43,"female","3","AT",0,0,3437.67,0,0,3437.67,0,0,0,0,0,0,83.99,0,0,-1144.43,2.5,21432.22,556.426035502959,556.426035502959
"217",90,2,"Upper Austria",9001,46,"female","2","AT",441.06,0,1397.35,0,0,0,0,0,0,1575.72,0,0,0,0,0,0,1.5,2276.08666666667,493.794392523365,493.794392523365
"218",90,2,"Upper Austria",9002,18,"female","4","AT",0,0,0,0,0,0,0,0,0,1575.72,0,0,0,0,0,0,1.5,2276.08666666667,493.794392523365,493.794392523365
"219",91,3,"Vienna",9101,41,"male","1","AT",26483.45,0,0,0,0,0,0,0,0,2269.65,0,0,34.68,0,0,-115.61,2,20299.875,642.36,642.36
"220",91,3,"Vienna",9102,37,"female","5","AT",0,0,0,11088.23,0,0,0,0,0,2269.65,0,0,34.68,0,0,-115.61,2,20299.875,642.36,642.36
"221",91,3,"Vienna",9103,17,"female","4","AT",0,608.13,0,0,0,0,0,0,0,2269.65,0,0,34.68,0,0,-115.61,2,20299.875,642.36,642.36
"222",92,1,"Styria",9201,71,"male","5","AT",0,0,0,13306.14,0,0,0,0,0,0,0,0,416.34,0,0,0,1,13722.48,616.340909090909,616.340909090909
"223",93,4,"Styria",9301,42,"male","1","AT",19580.81,0,0,0,0,0,0,0,0,4490.79,0,0,2.2,0,0,-809,2.3,16756.9869565217,484.934426229508,484.934426229508
"224",93,4,"Styria",9302,41,"female","1","AT",12830.06,0,0,0,0,0,0,0,0,4490.79,0,0,2.2,0,0,-809,2.3,16756.9869565217,484.934426229508,484.934426229508
"225",93,4,"Styria",9303,16,"female","1","AT",828.21,0,0,0,0,0,0,0,0,4490.79,0,0,2.2,0,0,-809,2.3,16756.9869565217,484.934426229508,484.934426229508
"226",93,4,"Styria",9304,6,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4490.79,0,0,2.2,0,0,-809,2.3,16756.9869565217,484.934426229508,484.934426229508
"227",94,2,"Lower Austria",9401,61,"male","5","AT",10339.91,0,0,7581.98,0,0,0,0,0,0,638.45,0,2.66,0,0,-455.53,1.5,24129.4533333333,515.101449275362,515.101449275362
"228",94,2,"Lower Austria",9402,56,"female","1","AT",17175.65,0,0,0,0,0,0,0,0,0,638.45,0,2.66,0,0,-455.53,1.5,24129.4533333333,515.101449275362,515.101449275362
"229",95,2,"Vienna",9501,57,"male","5","AT",0,0,0,15093.94,0,0,0,0,0,0,0,0,281.05,0,0,0,1.5,17276.1,651.867605633803,651.867605633803
"230",95,2,"Vienna",9502,56,"female","5","AT",0,0,0,10539.16,0,0,0,0,0,0,0,0,281.05,0,0,0,1.5,17276.1,651.867605633803,651.867605633803
"231",96,2,"Lower Austria",9601,50,"male","1","AT",33840,0,0,0,0,0,0,0,3980.63,0,0,0,20.73,0,0,0,1.5,27515.3466666667,515.101449275362,515.101449275362
"232",96,2,"Lower Austria",9602,49,"female","7","AT",3431.66,0,0,0,0,0,0,0,3980.63,0,0,0,20.73,0,0,0,1.5,27515.3466666667,515.101449275362,515.101449275362
"233",97,2,"Carinthia",9701,75,"male","5","AT",0,0,0,19525.37,0,0,0,0,0,0,0,0,125.11,0,0,-288.71,1.5,13292.7933333333,535.793650793651,535.793650793651
"234",97,2,"Carinthia",9702,79,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,125.11,0,0,-288.71,1.5,13292.7933333333,535.793650793651,535.793650793651
"235",98,3,"Styria",9801,39,"female","1","AT",15236.69,0,0,0,0,0,0,0,0,1665.11,0,0,38.23,0,0,-1441.87,2,15542.33,482.021390374332,482.021390374332
"236",98,3,"Styria",9802,39,"male","2","AT",9612.9,0,3089.86,0,0,0,0,0,0,1665.11,0,0,38.23,0,0,-1441.87,2,15542.33,482.021390374332,482.021390374332
"237",98,3,"Styria",9803,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1665.11,0,0,38.23,0,0,-1441.87,2,15542.33,482.021390374332,482.021390374332
"238",99,3,"Carinthia",9901,49,"male","1","AT",29139.33,0,0,0,0,0,0,0,0,0,0,0,738.71,0,0,-284.93,2,27393.415,527.6,527.6
"239",99,3,"Carinthia",9902,47,"female","5","AT",0,0,0,13820.26,0,0,0,0,0,0,0,0,738.71,0,0,-284.93,2,27393.415,527.6,527.6
"240",99,3,"Carinthia",9903,22,"male","4","EU",0,8839.31,1964.29,0,0,0,0,0,0,0,0,0,738.71,0,0,-284.93,2,27393.415,527.6,527.6
"241",100,1,"Upper Austria",10001,54,"male","5","AT",0,0,17708.91,0,0,0,0,0,0,0,0,0,1183.2,0,0,1088.54,1,17803.57,643.25572519084,643.25572519084
"242",101,3,"Upper Austria",10101,43,"female","7","EU",6789.1,896.73,0,0,0,0,0,0,0,5852.52,0,0,0,0,5163.99,-43.03,1.8,4676.32777777778,507.699507389163,507.699507389163
"243",101,3,"Upper Austria",10102,15,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5852.52,0,0,0,0,5163.99,-43.03,1.8,4676.32777777778,507.699507389163,507.699507389163
"244",101,3,"Upper Austria",10103,12,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5852.52,0,0,0,0,5163.99,-43.03,1.8,4676.32777777778,507.699507389163,507.699507389163
"245",102,3,"Upper Austria",10201,49,"male","1","AT",34241.92,0,0,0,0,0,0,0,0,3004.9,0,0,413.21,0,0,0,2,25348.08,507.699507389163,507.699507389163
"246",102,3,"Upper Austria",10202,45,"female","1","AT",13036.13,0,0,0,0,0,0,0,0,3004.9,0,0,413.21,0,0,0,2,25348.08,507.699507389163,507.699507389163
"247",102,3,"Upper Austria",10203,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3004.9,0,0,413.21,0,0,0,2,25348.08,507.699507389163,507.699507389163
"248",103,3,"Upper Austria",10301,56,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,-947.62,2,29804.295,507.699507389163,507.699507389163
"249",103,3,"Upper Austria",10302,53,"male","1","AT",0,58656.23,0,0,0,0,0,0,0,0,0,0,4.74,0,0,-947.62,2,29804.295,507.699507389163,507.699507389163
"250",103,3,"Upper Austria",10303,25,"male","4","AT",0,0,0,0,0,0,0,0,0,0,0,0,4.74,0,0,-947.62,2,29804.295,507.699507389163,507.699507389163
"251",104,1,"Lower Austria",10401,23,"male","1","Other",2675.64,0,0,0,0,0,0,0,0,0,0,0,2319.36,0,0,0,1,4995,655.064615384615,655.064615384615
"252",105,2,"Tyrol",10501,57,"male","5","AT",0,0,0,15287.39,0,0,0,0,0,0,0,0,308.8,0,0,146.7,1.5,19583.6733333333,567.154362416107,567.154362416107
"253",105,2,"Tyrol",10502,54,"female","5","AT",0,0,0,13926.02,0,0,0,0,0,0,0,0,308.8,0,0,146.7,1.5,19583.6733333333,567.154362416107,567.154362416107
"254",106,2,"Vienna",10601,60,"male","1","AT",26269.59,0,0,0,0,0,0,0,0,0,0,0,172.94,0,0,0,1.5,23612.6866666667,651.867605633803,651.867605633803
"255",106,2,"Vienna",10602,60,"female","3","Other",0,0,6805.29,0,0,0,2171.21,0,0,0,0,0,172.94,0,0,0,1.5,23612.6866666667,651.867605633803,651.867605633803
"256",107,4,"Styria",10701,54,"female","5","AT",0,0,0,6850.08,0,0,0,0,0,0,538.25,0,0,0,0,0,2.5,19518.428,484.934426229508,484.934426229508
"257",107,4,"Styria",10702,59,"male","1","AT",23438.37,15087.95,0,0,0,0,0,0,0,0,538.25,0,0,0,0,0,2.5,19518.428,484.934426229508,484.934426229508
"258",107,4,"Styria",10703,23,"female","4","AT",0,0,0,0,0,0,0,0,0,0,538.25,0,0,0,0,0,2.5,19518.428,484.934426229508,484.934426229508
"259",107,4,"Styria",10704,22,"female","1","AT",2881.42,0,0,0,0,0,0,0,0,0,538.25,0,0,0,0,0,2.5,19518.428,484.934426229508,484.934426229508
"260",108,2,"Lower Austria",10801,79,"female","7","AT",0,0,0,0,0,0,0,0,0,0,0,0,98.53,0,0,0,1.5,13257.4133333333,515.101449275362,515.101449275362
"261",108,2,"Lower Austria",10802,79,"male","5","AT",4704.75,0,0,15082.84,0,0,0,0,0,0,0,0,98.53,0,0,0,1.5,13257.4133333333,515.101449275362,515.101449275362
"262",109,5,"Upper Austria",10901,48,"female","1","AT",16582.74,0,2127.6,0,0,0,0,0,0,6734.1,0,0,107.06,0,0,-757.96,3,26348.3466666667,475.354430379747,475.354430379747
"263",109,5,"Upper Austria",10902,50,"male","1","AT",18920.74,0,0,0,0,0,0,0,0,6734.1,0,0,107.06,0,0,-757.96,3,26348.3466666667,475.354430379747,475.354430379747
"264",109,5,"Upper Austria",10903,21,"male","1","AT",20020.96,0,0,0,0,0,0,0,0,6734.1,0,0,107.06,0,0,-757.96,3,26348.3466666667,475.354430379747,475.354430379747
"265",109,5,"Upper Austria",10904,19,"female","1","AT",0,13793.88,0,0,0,0,0,0,0,6734.1,0,0,107.06,0,0,-757.96,3,26348.3466666667,475.354430379747,475.354430379747
"266",109,5,"Upper Austria",10905,14,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6734.1,0,0,107.06,0,0,-757.96,3,26348.3466666667,475.354430379747,475.354430379747
"267",110,2,"Lower Austria",11001,40,"male","1","AT",23240.88,0,0,0,0,0,0,0,0,0,0,0,268.73,0,0,0,1.5,24898.0133333333,515.101449275362,515.101449275362
"268",110,2,"Lower Austria",11002,30,"female","1","AT",13837.41,0,0,0,0,0,0,0,0,0,0,0,268.73,0,0,0,1.5,24898.0133333333,515.101449275362,515.101449275362
"269",111,1,"Vienna",11101,92,"female","5","AT",0,0,0,12795.72,0,0,0,0,0,0,0,0,1.33,0,0,-53.12,1,12850.17,868.220417633411,868.220417633411
"270",112,3,"Burgenland",11201,57,"female","5","AT",0,0,0,15923.66,0,0,0,0,0,0,0,0,2380.06,0,7405.55,0,2,32230.695,476,476
"271",112,3,"Burgenland",11202,60,"male","5","AT",19712.79,0,0,5920.69,0,0,0,0,0,0,0,0,2380.06,0,7405.55,0,2,32230.695,476,476
"272",112,3,"Burgenland",11203,37,"male","1","AT",27929.74,0,0,0,0,0,0,0,0,0,0,0,2380.06,0,7405.55,0,2,32230.695,476,476
"273",113,3,"Carinthia",11301,64,"male","1","AT",151894.41,0,0,0,0,0,0,0,0,9716.04,0,316.68,38.16,0,0,-752.63,2,87816.97,527.6,527.6
"274",113,3,"Carinthia",11302,61,"female","5","AT",0,0,0,12916.02,0,0,0,0,0,9716.04,0,316.68,38.16,0,0,-752.63,2,87816.97,527.6,527.6
"275",113,3,"Carinthia",11303,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9716.04,0,316.68,38.16,0,0,-752.63,2,87816.97,527.6,527.6
"276",114,2,"Upper Austria",11401,41,"male","6","AT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9079.58,493.794392523365,493.794392523365
"277",114,2,"Upper Austria",11402,78,"female","5","AT",0,0,0,13619.37,0,0,0,0,0,0,0,0,0,0,0,0,1.5,9079.58,493.794392523365,493.794392523365
"278",115,3,"Carinthia",11501,61,"male","5","AT",0,0,0,22843.1,0,0,0,0,0,0,0,0,446.92,0,0,-446.92,2,34952.1,527.6,527.6
"279",115,3,"Carinthia",11502,57,"female","5","AT",32447.1,0,0,0,0,0,0,0,0,0,0,0,446.92,0,0,-446.92,2,34952.1,527.6,527.6
"280",115,3,"Carinthia",11503,29,"male","3","AT",13720.16,0,0,0,0,0,0,0,0,0,0,0,446.92,0,0,-446.92,2,34952.1,527.6,527.6
"281",116,1,"Lower Austria",11601,85,"female","5","AT",0,0,0,23576.67,0,0,0,0,0,0,0,0,246.01,0,0,0,1,23822.68,655.064615384615,655.064615384615
"282",117,3,"Carinthia",11701,48,"female","7","AT",0,0,0,0,0,0,0,0,0,0,656.96,0,0,0,0,0,2,29439.705,527.6,527.6
"283",117,3,"Carinthia",11702,49,"male","1","AT",44325.94,0,0,0,0,0,0,0,0,0,656.96,0,0,0,0,0,2,29439.705,527.6,527.6
"284",117,3,"Carinthia",11703,23,"male","1","AT",13896.51,0,0,0,0,0,0,0,0,0,656.96,0,0,0,0,0,2,29439.705,527.6,527.6
"285",118,1,"Vorarlberg",11801,56,"male","6","EU",8224.05,0,2711.23,0,0,0,0,0,0,0,0,0,250.33,0,0,118.92,1,11066.69,622,622
"286",119,3,"Vienna",11901,41,"female","1","AT",0,2215.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4080.575,642.36,642.36
"287",119,3,"Vienna",11902,42,"male","2","AT",5945.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4080.575,642.36,642.36
"288",119,3,"Vienna",11903,15,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,4080.575,642.36,642.36
"289",120,4,"Salzburg",12001,50,"male","1","Other",11410.6,3419.87,0,0,0,0,0,0,0,0,0,0,24.99,0,0,-45.48,2.5,23325.496,532.788732394366,532.788732394366
"290",120,4,"Salzburg",12002,25,"female","1","AT",19062.75,0,0,0,0,0,0,0,0,0,0,0,24.99,0,0,-45.48,2.5,23325.496,532.788732394366,532.788732394366
"291",120,4,"Salzburg",12003,49,"female","2","Other",6587.14,0,0,0,0,0,0,0,0,0,0,0,24.99,0,0,-45.48,2.5,23325.496,532.788732394366,532.788732394366
"292",120,4,"Salzburg",12004,27,"male","1","AT",17762.91,0,0,0,0,0,0,0,0,0,0,0,24.99,0,0,-45.48,2.5,23325.496,532.788732394366,532.788732394366
"293",121,2,"Upper Austria",12101,64,"male","5","AT",0,0,0,0,0,0,17239.93,0,0,0,0,0,60.67,0,0,0,1.5,14877.7266666667,493.794392523365,493.794392523365
"294",121,2,"Upper Austria",12102,60,"female","5","AT",0,0,0,5015.99,0,0,0,0,0,0,0,0,60.67,0,0,0,1.5,14877.7266666667,493.794392523365,493.794392523365
"295",122,5,"Upper Austria",12201,32,"male","1","AT",14227,0,0,0,0,0,0,0,0,8083.79,2494.09,3056.48,0,0,0,-125.32,2.4,11661.1166666667,475.354430379747,475.354430379747
"296",122,5,"Upper Austria",12202,30,"female","7","AT",0,0,0,0,0,0,0,0,0,8083.79,2494.09,3056.48,0,0,0,-125.32,2.4,11661.1166666667,475.354430379747,475.354430379747
"297",122,5,"Upper Austria",12203,7,"male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8083.79,2494.09,3056.48,0,0,0,-125.32,2.4,11661.1166666667,475.354430379747,475.354430379747
"298",122,5,"Upper Austria",12204,5,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8083.79,2494.09,3056.48,0,0,0,-125.32,2.4,11661.1166666667,475.354430379747,475.354430379747
"299",122,5,"Upper Austria",12205,0,"female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8083.79,2494.09,3056.48,0,0,0,-125.32,2.4,11661.1166666667,475.354430379747,475.354430379747
"300",123,1,"Vienna",12301,43,"female","1","AT",27542.36,0,0,0,0,0,0,0,0,0,0,0,158.72,0,0,0,1,27701.08,868.220417633411,868.220417633411
"301",124,1,"Carinthia",12401,51,"female","3","AT",10869.69,0,0,0,0,0,0,0,0,0,0,0,16.96,0,0,1085.14,1,9801.51,630.786324786325,630.786324786325
"302",125,2,"Styria",12501,62,"male","5","AT",0,0,0,13971.07,0,0,0,0,0,0,0,0,298.97,0,0,0,1.5,18030.08,536.892307692308,536.892307692308
"303",125,2,"Styria",12502,59,"female","1","AT",12775.08,0,0,0,0,0,0,0,0,0,0,0,298.97,0,0,0,1.5,18030.08,536.892307692308,536.892307692308
"304",126,1,"Upper Austria",12601,67,"male","5","AT",0,0,0,9755.23,0,0,0,0,0,2367.03,0,0,969.79,0,0,-620.05,1,13712.1,643.25572519084,643.25572519084
"305",127,3,"Carinthia",12701,34,"female","1","AT",26579.77,0,0,0,0,0,0,0,0,1865.06,0,0,62.41,0,0,0,1.8,32639.7555555556,527.6,527.6
